"","X","dvcat","weight","dead","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","caseid"
"23263",23263,"10-24",18.8259999998845,"alive","airbag","belted",0,"m",41,2002,2002,"nodeploy","driver",0,3,"41:70:2"
"23265",23265,"10-24",19.2959999998566,"alive","airbag","none",0,"f",49,2002,1992,"nodeploy","pass",0,2,"41:71:2"
"23267",23267,"40-54",18.8259999998845,"alive","airbag","none",0,"f",19,2002,1999,"deploy","driver",1,3,"41:75:1"
"23270",23270,"25-39",19.2959999998566,"alive","airbag","none",0,"m",42,2002,2003,"nodeploy","driver",0,3,"41:76:3"
"23271",23271,"1-9km/h",2068.875,"alive","none","belted",1,"m",50,2002,1990,"unavail","driver",0,0,"41:78:1"
"23273",23273,"10-24",310.852999996394,"dead","none","belted",0,"m",89,2002,1992,"unavail","pass",0,4,"41:81:1"
"23274",23274,"10-24",937.889999993145,"alive","airbag","belted",1,"m",38,2002,1998,"nodeploy","driver",0,0,"41:82:1"
"23276",23276,"25-39",21.1119999999646,"alive","airbag","belted",0,"f",44,2002,1996,"nodeploy","driver",0,1,"41:86:1"
"23279",23279,"10-24",2069.94499999285,"alive","airbag","none",1,"m",20,2002,2002,"deploy","driver",1,1,"41:91:1"
"23281",23281,"25-39",18.8259999998845,"alive","airbag","none",0,"m",19,2002,2000,"deploy","driver",1,3,"41:92:2"
"23283",23283,"25-39",18.8259999998845,"alive","airbag","belted",1,"f",45,2002,2001,"deploy","pass",1,0,"41:94:1"
"23286",23286,"25-39",266.444999996573,"alive","none","belted",0,"m",32,2002,1989,"unavail","driver",0,3,"41:98:1"
"23287",23287,"10-24",18.8259999998845,"alive","none","none",0,"m",40,2002,1988,"unavail","driver",0,3,"41:101:1"
"23289",23289,"10-24",18.8259999998845,"alive","none","belted",1,"m",45,2002,1992,"unavail","driver",0,0,"41:102:2"
"23290",23290,"25-39",916.884999997914,"alive","none","belted",1,"m",21,2002,1988,"unavail","driver",0,0,"41:105:1"
"23292",23292,"10-24",129.725999999791,"alive","airbag","belted",1,"f",46,2002,2001,"deploy","driver",1,0,"41:109:1"
"23295",23295,"55+",27.1949999998324,"alive","airbag","belted",0,"f",21,2002,2001,"deploy","driver",1,3,"41:111:2"
"23297",23297,"10-24",26.434999999823,"alive","airbag","belted",1,"m",43,2002,1996,"deploy","driver",1,0,"41:115:1"
"23299",23299,"10-24",18.8259999998845,"alive","airbag","none",1,"m",23,2002,1996,"deploy","driver",1,1,"41:118:1"
"23302",23302,"10-24",52.87099999981,"alive","airbag","belted",0,"m",68,2002,1998,"deploy","driver",1,1,"41:119:1"
"23303",23303,"10-24",52.87099999981,"alive","airbag","none",1,"m",64,2002,1992,"deploy","driver",1,3,"41:119:2"
"23305",23305,"10-24",536.808999992907,"alive","none","none",1,"m",63,2002,1988,"unavail","driver",0,1,"41:121:2"
"23306",23306,"25-39",1619.63399998844,"alive","none","belted",1,"m",25,2002,1993,"unavail","driver",0,1,"41:122:1"
"23308",23308,"25-39",25.0849999999627,"alive","airbag","belted",0,"f",36,2002,1994,"deploy","driver",1,3,"41:123:1"
"23311",23311,"25-39",104.530999999493,"alive","airbag","belted",1,"f",18,2002,2001,"deploy","driver",1,2,"41:124:1"
"23313",23313,"10-24",18.8259999998845,"alive","airbag","belted",1,"m",46,2002,1999,"deploy","driver",1,3,"41:127:2"
"23315",23315,"25-39",152.239999998361,"alive","airbag","none",1,"m",24,2002,2000,"deploy","driver",1,2,"41:129:1"
"23318",23318,"25-39",22.5389999998733,"alive","airbag","belted",0,"f",17,2002,2001,"nodeploy","driver",0,4,"41:132:1"
"23319",23319,"25-39",18.8259999998845,"alive","airbag","belted",1,"f",39,2002,1999,"deploy","driver",1,3,"41:133:1"
"23321",23321,"10-24",429.380999997258,"alive","airbag","belted",1,"f",47,2002,1995,"deploy","driver",1,0,"41:135:2"
"23322",23322,"10-24",429.380999997258,"alive","airbag","belted",1,"m",16,2002,1995,"deploy","pass",1,0,"41:135:2"
"23324",23324,"25-39",24.7429999997839,"alive","airbag","belted",0,"m",27,2002,2002,"nodeploy","driver",0,3,"41:140:2"
"23327",23327,"10-24",19.6499999999069,"alive","airbag","belted",1,"f",82,2002,1994,"nodeploy","driver",0,3,"41:143:2"
"23329",23329,"10-24",130.609999999404,"alive","airbag","belted",0,"f",54,2002,1998,"nodeploy","driver",0,3,"41:147:1"
"23331",23331,"40-54",18.8259999998845,"alive","airbag","none",1,"m",50,2002,2002,"deploy","driver",1,3,"41:150:1"
"23334",23334,"25-39",18.8259999998845,"alive","none","none",1,"m",47,2002,1993,"unavail","pass",0,3,"41:151:2"
"23335",23335,"55+",649.394999995828,"alive","airbag","belted",1,"m",22,2002,2001,"deploy","driver",1,1,"41:153:1"
"23337",23337,"25-39",19.2959999998566,"alive","airbag","belted",0,"f",48,2002,1995,"deploy","pass",1,3,"41:157:1"
"23338",23338,"10-24",19.2959999998566,"alive","airbag","none",1,"m",47,2002,1997,"deploy","driver",1,0,"41:157:2"
"23340",23340,"25-39",148.19299999997,"alive","none","none",1,"m",42,2002,1989,"unavail","driver",0,3,"41:158:2"
"23343",23343,"10-24",49.1399999996647,"alive","airbag","belted",0,"f",57,2002,1995,"deploy","driver",1,3,"41:165:2"
"23345",23345,"25-39",19.2959999998566,"alive","none","none",0,"m",29,2002,1994,"unavail","driver",0,3,"41:167:2"
"23347",23347,"40-54",252.541999999434,"alive","airbag","belted",0,"f",41,2002,1990,"nodeploy","driver",0,2,"41:169:1"
"23350",23350,"25-39",1,"alive","airbag","belted",1,"f",19,2002,2001,"deploy","driver",1,2,"42:4:1"
"23351",23351,"25-39",1,"alive","airbag","none",1,"m",29,2002,2000,"deploy","driver",1,3,"42:7:2"
"23353",23353,"40-54",1,"alive","airbag","belted",1,"f",43,2002,2000,"deploy","driver",1,3,"42:8:2"
"23354",23354,"40-54",1,"alive","airbag","belted",1,"f",40,2002,2000,"deploy","pass",1,3,"42:8:2"
"23356",23356,"10-24",1,"alive","airbag","belted",0,"f",66,2002,2000,"nodeploy","pass",0,1,"42:13:1"
"23359",23359,"10-24",1,"alive","airbag","belted",1,"m",35,2002,2002,"deploy","driver",1,2,"42:22:1"
"23361",23361,"10-24",1,"alive","airbag","belted",1,"m",40,2002,2001,"deploy","driver",1,3,"42:23:1"
"23363",23363,"10-24",1,"alive","none","belted",0,"f",32,2002,1991,"unavail","driver",0,3,"42:25:2"
"23366",23366,"40-54",1,"alive","airbag","belted",1,"f",19,2002,2001,"deploy","driver",1,1,"42:32:1"
"23367",23367,"10-24",5.05099999997765,"alive","airbag","belted",0,"f",30,2002,1999,"nodeploy","driver",0,2,"42:35:1"
"23369",23369,"25-39",1,"alive","airbag","none",1,"m",18,2002,2001,"deploy","driver",1,2,"42:36:1"
"23370",23370,"55+",7.33799999998882,"alive","airbag","none",1,"m",38,2002,1999,"deploy","driver",1,3,"42:37:2"
"23372",23372,"10-24",3.36599999997998,"alive","airbag","none",1,"f",25,2002,2000,"deploy","driver",1,3,"42:44:2"
"23375",23375,"25-39",5.52999999996973,"alive","airbag","none",1,"m",20,2002,1998,"deploy","driver",1,3,"42:47:2"
"23377",23377,"10-24",3.4089999999851,"alive","airbag","none",1,"m",38,2002,2001,"deploy","driver",1,1,"42:49:1"
"23379",23379,"40-54",4.33499999996275,"alive","airbag","belted",1,"f",20,2002,2000,"deploy","driver",1,3,"42:50:2"
"23382",23382,"25-39",70.3019999992102,"alive","airbag","belted",1,"m",20,2002,2000,"deploy","driver",1,2,"42:58:1"
"23383",23383,"25-39",70.3019999992102,"alive","airbag","belted",1,"m",20,2002,2000,"deploy","pass",1,2,"42:58:1"
"23385",23385,"10-24",3.36599999997998,"alive","airbag","belted",0,"f",22,2002,1997,"nodeploy","pass",0,2,"42:59:1"
"23386",23386,"10-24",3.36599999997998,"alive","airbag","none",1,"m",30,2002,2001,"nodeploy","driver",0,3,"42:59:2"
"23388",23388,"10-24",5.18299999996088,"alive","airbag","none",1,"f",62,2002,2001,"deploy","pass",1,3,"42:66:1"
"23391",23391,"10-24",21.1089999999385,"alive","airbag","belted",1,"f",36,2002,2002,"deploy","driver",1,0,"42:71:1"
"23393",23393,"25-39",8.70199999993201,"alive","airbag","belted",1,"m",36,2002,2001,"deploy","driver",1,3,"42:76:3"
"23395",23395,"55+",3.36599999997998,"alive","airbag","belted",1,"m",37,2002,2001,"deploy","driver",1,3,"42:77:1"
"23398",23398,"10-24",53.2269999999553,"alive","airbag","belted",1,"m",20,2002,2000,"nodeploy","driver",0,0,"42:78:2"
"23399",23399,"10-24",4.5899999999674,"alive","airbag","belted",1,"f",41,2002,1997,"deploy","driver",1,3,"42:80:1"
"23401",23401,"10-24",132.136999998242,"alive","airbag","belted",0,"f",37,2002,1999,"nodeploy","driver",0,2,"42:81:1"
"23402",23402,"10-24",132.136999998242,"alive","airbag","belted",0,"f",34,2002,1999,"nodeploy","pass",0,2,"42:81:1"
"23404",23404,"10-24",132.136999998242,"alive","airbag","belted",0,"m",43,2002,2002,"nodeploy","pass",0,2,"42:81:2"
"23407",23407,"40-54",8.65999999991618,"alive","airbag","belted",0,"f",35,2002,1999,"nodeploy","pass",0,1,"42:85:2"
"23409",23409,"10-24",18.3449999999721,"alive","airbag","none",1,"f",39,2002,1999,"deploy","driver",1,2,"42:88:2"
"23411",23411,"25-39",57.7549999998882,"alive","airbag","none",1,"m",17,2002,2000,"deploy","pass",1,0,"42:89:1"
"23414",23414,"10-24",59.0349999996834,"alive","airbag","belted",0,"f",62,2002,2000,"nodeploy","driver",0,2,"42:96:1"
"23415",23415,"10-24",18.0659999998752,"alive","airbag","belted",0,"f",20,2002,1996,"nodeploy","driver",0,0,"42:97:1"
"23417",23417,"25-39",8.29399999999441,"alive","airbag","none",1,"f",44,2002,2001,"deploy","driver",1,3,"42:103:1"
"23418",23418,"10-24",8.29399999999441,"alive","airbag","belted",1,"m",50,2002,1998,"deploy","driver",1,3,"42:103:2"
"23420",23420,"25-39",3.62899999998626,"alive","airbag","none",1,"m",22,2002,2002,"deploy","driver",1,3,"42:104:2"
"23423",23423,"10-24",64.7259999997914,"alive","airbag","belted",1,"m",21,2002,2001,"deploy","driver",1,1,"42:107:2"
"23425",23425,"25-39",11.9989999999525,"alive","airbag","none",1,"m",19,2002,2002,"deploy","driver",1,2,"42:109:1"
"23427",23427,"10-24",3.4089999999851,"dead","airbag","none",1,"m",46,2002,2001,"deploy","driver",1,4,"42:115:1"
"23430",23430,"10-24",19.37099999981,"alive","none","none",0,"m",26,2002,1992,"unavail","pass",0,1,"42:118:1"
"23431",23431,"10-24",19.37099999981,"alive","airbag","none",1,"f",20,2002,1996,"deploy","driver",1,1,"42:118:2"
"23433",23433,"10-24",60.9859999995679,"alive","airbag","none",1,"m",24,2002,2001,"deploy","driver",1,1,"42:120:2"
"23434",23434,"10-24",3.36599999997998,"alive","airbag","none",0,"m",41,2002,1999,"nodeploy","driver",0,0,"42:121:1"
"23436",23436,"10-24",3.36599999997998,"alive","airbag","none",1,"m",17,2002,1997,"deploy","driver",1,2,"42:122:2"
"23439",23439,"40-54",3.36599999997998,"alive","airbag","belted",0,"m",30,2002,1999,"nodeploy","driver",0,3,"42:130:1"
"23441",23441,"10-24",52.304999999702,"alive","airbag","none",1,"m",63,2002,1999,"deploy","driver",1,1,"42:133:1"
"23443",23443,"10-24",165.323999999091,"alive","airbag","belted",1,"f",28,2002,2002,"deploy","driver",1,1,"42:136:2"
"23446",23446,"10-24",3.36599999997998,"alive","airbag","belted",0,"m",33,2002,2003,"nodeploy","driver",0,0,"42:138:1"
"23447",23447,"10-24",3.36599999997998,"alive","airbag","belted",0,"f",28,2002,2003,"nodeploy","pass",0,1,"42:138:1"
"23449",23449,"10-24",3.36599999997998,"alive","airbag","none",1,"f",25,2002,2002,"deploy","pass",1,1,"42:138:2"
"23450",23450,"25-39",6.82999999995809,"alive","airbag","none",1,"f",30,2002,2002,"deploy","driver",1,3,"42:140:1"
"23452",23452,"55+",3.4089999999851,"dead","airbag","none",1,"m",34,2002,2002,"deploy","driver",1,4,"42:143:1"
"23455",23455,"1-9km/h",29.7569999999832,"alive","airbag","belted",1,"f",31,2002,2000,"nodeploy","driver",0,0,"42:147:1"
"23457",23457,"25-39",3.36599999997998,"alive","airbag","none",1,"f",22,2002,2000,"nodeploy","driver",0,3,"42:149:1"
"23459",23459,"25-39",3.36599999997998,"alive","none","belted",0,"f",18,2002,1985,"unavail","pass",0,3,"42:149:2"
"23462",23462,"10-24",375.266999997199,"alive","airbag","belted",1,"m",24,2002,1998,"deploy","driver",1,1,"43:1:2"
"23463",23463,"10-24",375.266999997199,"alive","airbag","belted",1,"f",24,2002,1998,"deploy","pass",1,2,"43:1:2"
"23465",23465,"10-24",2626.85099998116,"alive","airbag","belted",1,"f",30,2002,1987,"nodeploy","pass",0,0,"43:2:2"
"23466",23466,"40-54",31.5689999999013,"alive","none","belted",1,"f",45,2002,1990,"unavail","driver",0,3,"43:3:1"
"23468",23468,"10-24",254.622999999672,"alive","airbag","belted",0,"f",39,2002,2000,"nodeploy","driver",0,0,"43:4:2"
"23471",23471,"10-24",1782.34799998999,"alive","airbag","belted",0,"f",33,2002,1997,"nodeploy","driver",0,0,"43:6:1"
"23473",23473,"10-24",1782.34799998999,"alive","airbag","belted",1,"f",49,2002,1998,"nodeploy","driver",0,1,"43:7:2"
"23475",23475,"25-39",146.110999999568,"alive","airbag","belted",1,"f",39,2002,1995,"deploy","driver",1,2,"43:11:1"
"23478",23478,"10-24",146.110999999568,"alive","none","none",1,"f",40,2002,1983,"unavail","pass",0,2,"43:12:1"
"23479",23479,"10-24",290.990999996662,"alive","airbag","belted",1,"f",55,2002,1997,"deploy","driver",1,2,"43:18:1"
"23481",23481,"10-24",917.506999999285,"alive","airbag","belted",1,"f",39,2002,1999,"deploy","driver",1,1,"43:19:1"
"23482",23482,"25-39",917.506999999285,"alive","airbag","belted",0,"f",28,2002,2001,"deploy","driver",1,1,"43:19:2"
"23484",23484,"10-24",2036.92099998891,"alive","none","belted",1,"m",46,2002,1995,"unavail","driver",0,1,"43:21:2"
"23487",23487,"10-24",150.933999998495,"alive","airbag","belted",1,"m",17,2002,1998,"deploy","driver",1,0,"43:23:2"
"23489",23489,"10-24",150.933999998495,"alive","airbag","belted",1,"f",20,2002,1996,"deploy","driver",1,2,"43:24:1"
"23491",23491,"10-24",475.902999997139,"alive","airbag","belted",1,"f",22,2002,1999,"deploy","driver",1,1,"43:26:2"
"23494",23494,"55+",38.8439999995753,"alive","none","none",1,"m",18,2002,1992,"unavail","driver",0,2,"43:28:2"
"23495",23495,"25-39",168.987999999896,"alive","airbag","belted",1,"m",29,2002,2000,"deploy","driver",1,0,"43:29:1"
"23497",23497,"25-39",30.059999999823,"alive","none","none",0,"m",59,2002,1981,"unavail","driver",0,3,"43:30:1"
"23498",23498,"25-39",140.982999999076,"alive","airbag","belted",1,"m",35,2002,1994,"deploy","driver",1,3,"43:31:1"
"23500",23500,"40-54",463.677999999374,"alive","none","belted",1,"m",16,2002,1988,"unavail","driver",0,2,"43:32:1"
"23503",23503,"1-9km/h",1585.49399998784,"alive","airbag","belted",0,"f",25,2002,2001,"nodeploy","pass",0,1,"43:34:2"
"23505",23505,"25-39",38.3309999997728,"alive","airbag","belted",1,"m",26,2002,2002,"nodeploy","driver",0,0,"43:36:2"
"23507",23507,"10-24",285.074999999255,"alive","airbag","belted",1,"f",22,2002,1999,"deploy","driver",1,NA,"43:37:1"
"23510",23510,"10-24",38.8439999995753,"alive","airbag","belted",1,"m",17,2002,2001,"nodeploy","driver",0,0,"43:41:1"
"23511",23511,"25-39",38.8439999995753,"alive","airbag","belted",0,"f",24,2002,1996,"deploy","driver",1,3,"43:41:2"
"23513",23513,"40-54",140.982999999076,"alive","airbag","belted",0,"m",24,2002,1997,"deploy","driver",1,3,"43:42:2"
"23514",23514,"25-39",304.009999997914,"alive","airbag","belted",0,"f",51,2002,1998,"deploy","driver",1,2,"43:44:1"
"23516",23516,"25-39",38.8439999995753,"alive","airbag","belted",1,"m",63,2002,2001,"deploy","driver",1,1,"43:47:1"
"23519",23519,"25-39",237.195999998599,"alive","airbag","belted",1,"f",57,2002,1998,"deploy","driver",1,1,"43:48:1"
"23521",23521,"10-24",1660.35699999332,"alive","none","belted",1,"m",25,2002,1988,"unavail","driver",0,0,"43:52:1"
"23523",23523,"25-39",180.248999999836,"alive","airbag","belted",0,"f",32,2002,1999,"nodeploy","driver",0,1,"43:54:2"
"23526",23526,"55+",36.0319999996573,"dead","airbag","belted",0,"m",23,2002,2000,"nodeploy","driver",0,3,"43:60:1"
"23527",23527,"25-39",36.0319999996573,"alive","airbag","belted",1,"f",32,2002,1999,"deploy","driver",1,1,"43:60:2"
"23529",23529,"10-24",53.155999999959,"alive","none","belted",1,"f",53,2002,1990,"unavail","driver",0,3,"43:61:1"
"23530",23530,"10-24",395.333999998868,"alive","airbag","belted",0,"m",55,2002,1999,"nodeploy","driver",0,1,"43:62:1"
"23532",23532,"25-39",395.333999998868,"alive","airbag","belted",1,"m",35,2002,1995,"deploy","driver",1,1,"43:62:2"
"23535",23535,"10-24",3001.0719999969,"alive","airbag","belted",0,"f",42,2002,2000,"deploy","driver",1,0,"43:64:2"
"23537",23537,"40-54",30.059999999823,"alive","none","belted",0,"m",30,2002,1991,"unavail","driver",0,2,"43:65:5"
"23539",23539,"10-24",250.539999999106,"alive","airbag","belted",1,"f",35,2002,1995,"deploy","driver",1,2,"43:67:1"
"23542",23542,"10-24",30.059999999823,"alive","none","belted",0,"m",44,2002,1988,"unavail","driver",0,3,"43:71:2"
"23543",23543,"10-24",30.059999999823,"alive","none","none",0,"m",40,2002,1988,"unavail","pass",0,3,"43:71:2"
"23545",23545,"10-24",216.412999998778,"alive","airbag","belted",1,"m",26,2002,1995,"nodeploy","pass",0,0,"43:72:1"
"23546",23546,"40-54",234.69299999997,"alive","airbag","belted",1,"f",37,2002,1996,"deploy","driver",1,1,"43:74:1"
"23548",23548,"25-39",739.998999997973,"alive","airbag","belted",1,"f",44,2002,1988,"nodeploy","driver",0,0,"43:75:2"
"23551",23551,"25-39",1642.84199999273,"alive","none","belted",1,"m",18,2002,1992,"unavail","pass",0,0,"43:76:2"
"23553",23553,"55+",38.8439999995753,"dead","airbag","belted",0,"f",28,2002,1996,"deploy","driver",1,4,"43:78:2"
"23555",23555,"10-24",223.253999998793,"alive","airbag","none",1,"f",19,2002,1999,"deploy","driver",1,0,"43:79:2"
"23558",23558,"10-24",763.391999997199,"alive","airbag","belted",1,"f",27,2002,2000,"nodeploy","driver",0,1,"43:81:2"
"23559",23559,"10-24",1694.77499999106,"alive","none","belted",0,"m",23,2002,1987,"unavail","driver",0,0,"43:82:1"
"23561",23561,"10-24",1694.77499999106,"alive","airbag","belted",1,"f",33,2002,1998,"deploy","driver",1,0,"43:82:2"
"23562",23562,"25-39",36.0319999996573,"alive","airbag","belted",0,"f",77,2002,2000,"deploy","driver",1,3,"43:83:1"
"23564",23564,"40-54",212.56799999997,"alive","none","none",1,"m",19,2002,1993,"unavail","driver",0,2,"43:84:1"
"23567",23567,"25-39",212.56799999997,"alive","airbag","belted",1,"f",52,2002,2002,"deploy","pass",1,2,"43:84:2"
"23569",23569,"10-24",230.522999998182,"alive","airbag","belted",1,"m",56,2002,1991,"deploy","driver",1,1,"43:85:2"
"23571",23571,"10-24",1613.65099999309,"alive","none","belted",0,"m",29,2002,1985,"unavail","driver",0,0,"43:88:1"
"23574",23574,"10-24",216.382999999449,"alive","airbag","belted",0,"f",39,2002,1999,"deploy","pass",1,2,"43:90:2"
"23575",23575,"10-24",216.382999999449,"alive","airbag","belted",0,"f",34,2002,1998,"nodeploy","driver",0,2,"43:91:1"
"23577",23577,"10-24",682.266999997199,"alive","airbag","belted",1,"m",41,2002,1999,"deploy","driver",1,0,"43:92:1"
"23578",23578,"10-24",682.266999997199,"alive","airbag","belted",0,"f",19,2002,1994,"deploy","driver",1,2,"43:92:2"
"23580",23580,"10-24",1514.67399999499,"alive","airbag","belted",1,"f",49,2002,1994,"nodeploy","driver",0,0,"43:94:2"
"23583",23583,"40-54",201.337999999523,"alive","airbag","belted",1,"m",18,2002,1996,"deploy","driver",1,1,"43:95:2"
"23585",23585,"25-39",218.344999998808,"alive","airbag","belted",1,"m",25,2002,1998,"deploy","driver",1,2,"43:98:1"
"23587",23587,"10-24",175.216999998316,"alive","airbag","belted",1,"f",60,2002,2000,"deploy","driver",1,2,"43:102:1"
"23590",23590,"10-24",190.017999999225,"alive","airbag","belted",1,"f",21,2002,1994,"deploy","driver",1,1,"43:103:1"
"23591",23591,"10-24",599.133999995887,"alive","airbag","belted",0,"m",24,2002,2001,"nodeploy","driver",0,0,"43:105:1"
"23593",23593,"10-24",1330.11399999261,"alive","none","belted",1,"m",23,2002,1989,"unavail","driver",0,0,"43:107:1"
"23594",23594,"10-24",274.972999997437,"alive","none","belted",0,"m",20,2002,1994,"unavail","driver",0,0,"43:111:1"
"23596",23596,"10-24",867.001999996603,"alive","airbag","belted",0,"m",58,2002,1999,"nodeploy","driver",0,1,"43:112:1"
"23599",23599,"1-9km/h",1924.79599998891,"alive","none","belted",0,"f",17,2002,1987,"unavail","pass",0,NA,"43:114:3"
"23601",23601,"25-39",947.932999998331,"alive","airbag","belted",1,"f",20,2002,2000,"deploy","driver",1,2,"43:119:1"
"23603",23603,"25-39",440.801999997348,"alive","airbag","belted",1,"m",29,2002,1998,"deploy","driver",1,0,"43:123:3"
